,Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1118,8.0,2012-05-04,937232.09,0.0,73.96,3.749,225.2288314,5.679
1162,9.0,2010-06-11,522715.68,0.0,83.75,2.668,215.0187191,6.384
1190,9.0,2010-12-24,873347.55,0.0,50.93,2.886,214.9301534,6.56
1237,9.0,2011-11-18,542414.27,0.0,58.8,3.308,221.8803923,6.054
1156,9.0,2010-04-30,491723.42,0.0,66.07,2.78,213.8990459,6.384
1186,9.0,2010-11-26,768070.53,1.0,60.18,2.735,215.2909028,6.56
1178,9.0,2010-10-01,495692.19,0.0,69.08,2.603,215.2141341,6.56
1180,9.0,2010-10-15,454769.68,0.0,67.36,2.72,215.3589917,6.56
1193,9.0,2011-01-14,458086.69,0.0,36.43,2.983,214.9749587,6.416
1268,9.0,2012-06-22,562173.12,0.0,81.05,3.346,225.5495841,5.539
1165,9.0,2010-07-02,528832.54,0.0,78.55,2.669,214.7765028,6.442
1184,9.0,2010-11-12,520846.68,0.0,61.59,2.728,215.5557297,6.56
1183,9.0,2010-11-05,517869.97,0.0,58.69,2.689,215.5065452,6.56
1243,9.0,2011-12-30,549788.36,1.0,43.41,3.129,223.2496766,6.054
1151,9.0,2010-03-26,484946.56,0.0,51.8,2.732,214.5531227,6.415
1241,9.0,2011-12-16,705557.97,0.0,47.31,3.159,222.8825484,6.054
1212,9.0,2011-05-27,553834.04,0.0,80.42,3.786,219.1203788,6.38
1235,9.0,2011-11-04,597855.07,0.0,54.46,3.332,221.4820921,6.054
1174,9.0,2010-09-03,511049.06,0.0,82.47,2.577,215.0779426,6.442
1271,9.0,2012-07-13,536537.64,0.0,82.39,3.256,225.6771463,5.277
1208,9.0,2011-04-29,532226.2,0.0,70.85,3.81,219.2588382,6.38
1260,9.0,2012-04-27,550414.99,0.0,73.07,3.814,225.3672537,5.539
1285,9.0,2012-10-19,542009.46,0.0,68.01,3.594,227.214288,4.954
1189,9.0,2010-12-17,685243.2,0.0,49.7,2.869,214.9334937,6.56
1275,9.0,2012-08-10,538713.47,0.0,88.66,3.494,225.7170094,5.277
1238,9.0,2011-11-25,814753.5,1.0,54.32,3.236,222.1389683,6.054
1166,9.0,2010-07-09,485389.15,0.0,78.51,2.642,214.6564301,6.442
1256,9.0,2012-03-30,574985.37,0.0,67.87,3.845,225.107867,5.667
1253,9.0,2012-03-09,574955.95,0.0,54.03,3.669,224.8046825,5.667
1181,9.0,2010-10-22,466322.76,0.0,69.99,2.725,215.4081762,6.56
1220,9.0,2011-07-22,491449.94,0.0,89.08,3.651,219.0187895,6.404
1262,9.0,2012-05-11,592572.3,0.0,70.94,3.688,225.4782634,5.539
1170,9.0,2010-08-06,522815.45,0.0,87.09,2.627,215.064843,6.442
1231,9.0,2011-10-07,553836.98,0.0,72.62,3.285,220.6643585,6.054
1185,9.0,2010-11-19,519823.3,0.0,49.96,2.771,215.4372854,6.56
1144,9.0,2010-02-05,549505.55,0.0,38.01,2.572,214.6554591,6.415
1161,9.0,2010-06-04,586061.46,0.0,79.65,2.705,214.7257848,6.384
1248,9.0,2012-02-03,549967.89,0.0,54.43,3.36,223.9006766,5.667
1236,9.0,2011-11-11,594574.12,0.0,58.28,3.297,221.6482278,6.054
1217,9.0,2011-07-01,537064.03,0.0,89.14,3.524,218.7796415,6.404
1225,9.0,2011-08-26,542663.53,0.0,88.95,3.523,219.3189965,6.404
1221,9.0,2011-07-29,471449.98,0.0,91.1,3.682,219.0768548,6.404
1214,9.0,2011-06-10,550076.32,0.0,85.81,3.648,218.6365747,6.38
1199,9.0,2011-02-25,513107.2,0.0,59.01,3.065,217.1095679,6.416
1402,10.0,2012-04-20,1777166.53,0.0,67.75,4.111,131.1173333,7.382
1379,10.0,2011-11-11,2076570.84,0.0,55.28,3.677,129.8167097,7.874
1426,10.0,2012-10-05,1758971.38,0.0,80.88,4.132,131.0756667,6.943
1364,10.0,2011-07-29,1745841.33,0.0,86.75,3.694,129.1677097,8.257
1400,10.0,2012-04-06,2163384.17,0.0,65.99,4.282,131.0375484,7.382
1384,10.0,2011-12-16,2555031.18,0.0,50.53,3.489,129.8980645,7.874
1325,10.0,2010-10-29,1741308.56,0.0,68.76,3.13,126.4364194,9.003
1310,10.0,2010-07-16,1828052.47,0.0,91.8,2.971,126.1498065,9.199
1401,10.0,2012-04-13,1974687.51,0.0,70.28,4.254,131.108,7.382
1428,10.0,2012-10-19,1734834.82,0.0,72.71,4.449,131.1499677,6.943
1363,10.0,2011-07-22,1774342.61,0.0,88.59,3.697,129.1507742,8.257
1289,10.0,2010-02-19,2113432.58,0.0,58.22,2.915,126.5262857,9.765
1300,10.0,2010-05-07,1921432.16,0.0,71.06,3.127,126.2898,9.524
1354,10.0,2011-05-20,1720908.01,0.0,72.62,3.99,129.0756774,8.494
1390,10.0,2012-01-27,1632406.0,0.0,53.59,3.675,130.3144516,7.545
1365,10.0,2011-08-05,1886299.98,0.0,89.8,3.803,129.1846452,8.257
1339,10.0,2011-02-04,1968045.91,0.0,44.88,3.348,127.7195806,8.744
1351,10.0,2011-04-29,1873646.34,0.0,73.38,4.151,128.9998667,8.494
1407,10.0,2012-05-25,1830939.1,0.0,86.03,4.127,131.0287742,7.382
1405,10.0,2012-05-11,1792345.3,0.0,76.03,4.186,131.1453333,7.382
1358,10.0,2011-06-17,1817934.76,0.0,87.96,3.935,129.0432,8.494
1406,10.0,2012-05-18,1795152.73,0.0,85.19,4.308,131.0983226,7.382
1404,10.0,2012-05-04,1821364.42,0.0,77.02,4.058,131.136,7.382
1323,10.0,2010-10-15,1703850.25,0.0,75.48,3.08,126.3266774,9.003
1399,10.0,2012-03-30,1815760.42,0.0,67.92,4.294,130.9670968,7.545
1371,10.0,2011-09-16,1650894.3,0.0,77.49,3.784,129.4306,8.257
1375,10.0,2011-10-14,1704753.02,0.0,70.27,3.698,129.7706452,7.874
1386,10.0,2011-12-30,1930690.37,1.0,48.92,3.428,130.0710323,7.874
1338,10.0,2011-01-28,1715769.05,0.0,53.03,3.231,127.5800323,8.744
1344,10.0,2011-03-11,1933469.15,0.0,64.22,3.63,128.3995,8.744
1382,10.0,2011-12-02,2068097.18,0.0,57.29,3.701,129.8459667,7.874
1409,10.0,2012-06-08,1840491.41,0.0,86.87,4.103,130.8896774,7.382
1403,10.0,2012-04-27,1712987.56,0.0,80.11,4.088,131.1266667,7.382
1297,10.0,2010-04-16,1826241.44,0.0,69.74,3.109,126.5621,9.524
1425,10.0,2012-09-28,1694862.41,0.0,82.52,3.966,131.043,7.17
1414,10.0,2012-07-13,1765571.91,0.0,89.8,3.723,130.683,7.17
1298,10.0,2010-04-23,1829521.83,0.0,66.42,3.05,126.4713333,9.524
1302,10.0,2010-05-21,1847613.58,0.0,78.32,3.12,126.1843871,9.524
1314,10.0,2010-08-13,1962996.7,0.0,88.37,3.049,126.064,9.199
1408,10.0,2012-06-01,1767471.48,0.0,80.06,4.277,130.9592258,7.382
1420,10.0,2012-08-24,1764984.15,0.0,82.5,4.055,130.8381613,7.17
1304,10.0,2010-06-04,1931406.28,0.0,82.82,2.941,126.1360645,9.524
1366,10.0,2011-08-12,1917397.63,0.0,85.61,3.794,129.2015806,8.257
1443,11.0,2010-05-07,1312329.78,0.0,75.57,2.835,213.6211778,7.343
1559,11.0,2012-07-27,1272395.02,0.0,85.43,3.407,225.4537579,6.334
1511,11.0,2011-08-26,1304706.75,0.0,89.09,3.523,219.0866908,7.567
1527,11.0,2011-12-16,1783910.06,0.0,59.69,3.159,222.6426418,7.197
1530,11.0,2012-01-06,1283885.55,0.0,54.44,3.157,223.1923049,6.833
1437,11.0,2010-03-26,1245624.27,0.0,58.09,2.732,214.3241011,7.368
1531,11.0,2012-01-13,1264736.59,0.0,53.1,3.261,223.3755259,6.833
1455,11.0,2010-07-30,1250178.89,0.0,83.26,2.64,214.695346,7.346
1446,11.0,2010-05-28,1264272.52,0.0,79.69,2.759,214.2037634,7.343
1540,11.0,2012-03-16,1441884.28,0.0,64.21,3.734,224.7166953,6.833
1564,11.0,2012-08-31,1372872.35,0.0,86.49,3.638,225.8293063,6.334
1453,11.0,2010-07-16,1290609.54,0.0,84.9,2.623,214.4176476,7.346
1488,11.0,2011-03-18,1391813.69,0.0,70.17,3.488,217.7235226,7.551
1432,11.0,2010-02-19,1503298.7,0.0,48.3,2.514,214.6198868,7.368
1485,11.0,2011-02-25,1323999.36,0.0,68.74,3.065,216.8780275,7.551
1435,11.0,2010-03-12,1331883.16,0.0,64.1,2.667,214.7027646,7.368
1441,11.0,2010-04-23,1283766.55,0.0,68.37,2.795,213.7221852,7.343
1470,11.0,2010-11-12,1281675.6,0.0,63.74,2.728,215.3256258,7.564
1526,11.0,2011-12-09,1646655.94,0.0,50.63,3.158,222.4167852,7.197
1439,11.0,2010-04-09,1470308.32,0.0,69.57,2.77,213.9120595,7.343
1533,11.0,2012-01-27,1162675.85,0.0,58.36,3.29,223.5645845,6.833
1510,11.0,2011-08-19,1484169.74,0.0,89.51,3.554,219.023271,7.567
1475,11.0,2010-12-17,1843971.15,0.0,54.63,2.869,214.704919,7.564
1567,11.0,2012-09-21,1326132.98,0.0,73.64,3.721,226.3151496,6.334
1438,11.0,2010-04-02,1446210.26,0.0,66.16,2.719,214.1180803,7.343
1499,11.0,2011-06-03,1343637.0,0.0,86.14,3.699,218.6449369,7.574
1486,11.0,2011-03-04,1399456.99,0.0,66.5,3.288,217.1716979,7.551
1495,11.0,2011-05-06,1331453.41,0.0,71.39,3.906,219.1959827,7.574
1509,11.0,2011-08-12,1354188.43,0.0,90.3,3.638,218.9605873,7.567
1449,11.0,2010-06-18,1336522.92,0.0,84.13,2.637,214.7858259,7.343
1523,11.0,2011-11-18,1315091.63,0.0,66.17,3.308,221.6432852,7.197
1487,11.0,2011-03-11,1314557.31,0.0,63.29,3.459,217.4653683,7.551
1454,11.0,2010-07-23,1244390.03,0.0,84.57,2.608,214.5564968,7.346
1478,11.0,2011-01-07,1178905.44,0.0,54.43,2.976,214.6955104,7.551
1442,11.0,2010-04-30,1239766.89,0.0,71.13,2.78,213.6716815,7.343
1436,11.0,2010-03-19,1364207.0,0.0,61.51,2.72,214.5301219,7.368
1507,11.0,2011-07-29,1212938.67,0.0,89.46,3.682,218.8440545,7.567
1562,11.0,2012-08-17,1421307.2,0.0,87.73,3.571,225.5558664,6.334
1447,11.0,2010-06-04,1396322.19,0.0,79.66,2.705,214.4958382,7.343
1549,11.0,2012-05-18,1352442.31,0.0,72.53,3.63,225.2512024,6.664
1557,11.0,2012-07-13,1320239.51,0.0,82.46,3.256,225.4340074,6.334
1480,11.0,2011-01-21,1187776.19,0.0,51.51,3.016,215.1268275,7.551
1473,11.0,2010-12-03,1380522.64,0.0,55.9,2.708,214.9153531,7.564
1630,12.0,2011-03-11,997672.62,0.0,57.75,3.818,128.3995,14.021
1621,12.0,2011-01-07,910110.24,0.0,37.64,3.287,127.1917742,14.021
1578,12.0,2010-03-12,985594.23,0.0,50.11,2.925,126.6042857,13.975
1699,12.0,2012-07-06,1014898.78,0.0,89.13,3.765,130.7196333,10.926
1714,12.0,2012-10-19,960945.43,0.0,68.66,4.449,131.1499677,10.199
1685,12.0,2012-03-30,1025382.22,0.0,64.36,4.294,130.9670968,12.187
1588,12.0,2010-05-21,958374.56,0.0,76.2,3.12,126.1843871,14.099
1575,12.0,2010-02-19,1095421.65,0.0,54.83,2.915,126.5262857,13.975
1648,12.0,2011-07-15,936001.98,0.0,88.1,3.692,129.1338387,13.503
1681,12.0,2012-03-02,1147636.96,0.0,52.27,4.178,130.6457931,12.187
1682,12.0,2012-03-09,1113208.57,0.0,54.54,4.25,130.7413793,12.187
1672,12.0,2011-12-30,1111638.07,1.0,44.64,3.428,130.0710323,12.89
1690,12.0,2012-05-04,1073433.69,0.0,76.03,4.171,131.136,11.627
1694,12.0,2012-06-01,981345.2,0.0,78.11,4.277,130.9592258,11.627
1596,12.0,2010-07-16,916402.76,0.0,97.18,3.094,126.1498065,14.18
1591,12.0,2010-06-11,1016039.71,0.0,90.84,2.949,126.1119032,14.099
1587,12.0,2010-05-14,966054.97,0.0,68.44,3.145,126.2085484,14.099
1686,12.0,2012-04-06,1128765.71,0.0,64.05,4.121,131.0375484,11.627
1639,12.0,2011-05-13,977033.5,0.0,70.93,4.202,129.089,13.736
1593,12.0,2010-06-25,958007.69,0.0,87.27,3.084,126.1266,14.099
1701,12.0,2012-07-20,941550.34,0.0,85.53,3.726,130.7012903,10.926
1684,12.0,2012-03-23,1045419.87,0.0,56.26,4.038,130.8966452,12.187
1650,12.0,2011-07-29,890547.07,0.0,93.29,3.805,129.1677097,13.503
1662,12.0,2011-10-21,938604.58,0.0,73.05,3.842,129.7821613,12.89
1713,12.0,2012-10-12,934917.47,0.0,71.74,4.468,131.1083333,10.199
1669,12.0,2011-12-09,1189646.45,0.0,42.17,3.644,129.8555333,12.89
1651,12.0,2011-08-05,988712.52,0.0,90.61,3.803,129.1846452,13.503
1629,12.0,2011-03-04,1085248.21,0.0,51.72,3.674,128.26475,14.021
1622,12.0,2011-01-14,812011.8,0.0,43.15,3.312,127.3009355,14.021
1647,12.0,2011-07-08,943717.38,0.0,89.9,3.705,129.1125,13.503
1663,12.0,2011-10-28,990926.38,0.0,67.41,3.727,129.7936774,12.89
1646,12.0,2011-07-01,961993.34,0.0,89.85,3.842,129.0894,13.503
1617,12.0,2010-12-10,1121934.15,0.0,50.01,3.203,126.7934,14.313
1607,12.0,2010-10-01,850936.26,0.0,85.2,3.001,126.2346,14.313
1606,12.0,2010-09-24,851919.34,0.0,81.77,2.939,126.1900333,14.18
1623,12.0,2011-01-21,802105.5,0.0,53.53,3.223,127.4404839,14.021
1599,12.0,2010-08-06,967576.95,0.0,92.95,3.123,126.0854516,14.18
1592,12.0,2010-06-18,956211.2,0.0,81.06,3.043,126.114,14.099
1577,12.0,2010-03-05,1077018.27,0.0,53.77,2.987,126.5782857,13.975
1696,12.0,2012-06-15,1019555.51,0.0,85.94,4.144,130.8295333,11.627
1635,12.0,2011-04-15,990951.77,0.0,57.63,3.868,128.9107333,13.736
1624,12.0,2011-01-28,873119.06,0.0,50.74,3.342,127.5800323,14.021
1687,12.0,2012-04-13,1083811.19,0.0,64.28,4.254,131.108,11.627
1786,13.0,2011-06-10,1997816.98,0.0,61.39,3.732,129.0357097,7.193
1805,13.0,2011-10-21,1973544.27,0.0,54.66,3.579,129.7821613,6.392
1853,13.0,2012-09-21,1938379.66,0.0,67.96,3.821,131.0103333,5.765
1778,13.0,2011-04-15,1950994.04,0.0,41.72,3.616,128.9107333,7.193
1820,13.0,2012-02-03,1927780.74,0.0,31.39,3.077,130.3496774,6.104
1739,13.0,2010-07-16,1932231.05,0.0,77.79,2.791,126.1498065,7.951
1796,13.0,2011-08-19,2090340.98,0.0,76.68,3.578,129.2405806,6.877
1855,13.0,2012-10-05,2041918.74,0.0,61.79,3.815,131.0756667,5.621
1758,13.0,2010-11-26,2766400.05,1.0,28.22,2.83,126.6692667,7.795
1784,13.0,2011-05-27,1866369.93,0.0,54.62,3.778,129.0623548,7.193
1787,13.0,2011-06-17,2086433.49,0.0,63.35,3.704,129.0432,7.193
1779,13.0,2011-04-22,2124316.34,0.0,47.55,3.655,128.9553,7.193
1749,13.0,2010-09-24,1705655.09,0.0,68.22,2.872,126.1900333,7.951
1773,13.0,2011-03-11,1852432.58,0.0,41.28,3.346,128.3995,7.47
1806,13.0,2011-10-28,1948733.81,0.0,47.41,3.567,129.7936774,6.392
1808,13.0,2011-11-11,2111592.09,0.0,33.8,3.513,129.8167097,6.392
1722,13.0,2010-03-19,1879794.89,0.0,42.49,2.782,126.6066452,8.316
1857,13.0,2012-10-19,2018010.15,0.0,52.06,3.781,131.1499677,5.621
1718,13.0,2010-02-19,1970274.64,0.0,35.7,2.654,126.5262857,8.316
1835,13.0,2012-05-18,2131900.55,0.0,65.17,3.808,131.0983226,5.965
1842,13.0,2012-07-06,2184980.35,0.0,79.23,3.63,130.7196333,5.765
1761,13.0,2010-12-17,2771646.81,0.0,35.21,2.842,126.8794839,7.795
1775,13.0,2011-03-25,1807545.43,0.0,42.38,3.435,128.6160645,7.47
1843,13.0,2012-07-13,2002750.99,0.0,83.68,3.595,130.683,5.765
1777,13.0,2011-04-08,1887465.04,0.0,42.75,3.547,128.8238065,7.193
1829,13.0,2012-04-06,2271614.76,0.0,48.85,3.793,131.0375484,5.965
1789,13.0,2011-07-01,2048035.74,0.0,74.29,3.613,129.0894,6.877
1834,13.0,2012-05-11,2080764.17,0.0,56.47,3.809,131.1453333,5.965
1854,13.0,2012-09-28,1927664.11,0.0,64.8,3.821,131.043,5.765
1731,13.0,2010-05-21,1853657.6,0.0,57.71,2.95,126.1843871,8.107
1795,13.0,2011-08-12,1970341.38,0.0,75.95,3.606,129.2015806,6.877
1764,13.0,2011-01-07,1744544.39,0.0,16.94,2.891,127.1917742,7.47
1719,13.0,2010-02-26,1817850.32,0.0,29.98,2.667,126.5522857,8.316
1752,13.0,2010-10-15,1851431.06,0.0,54.12,2.845,126.3266774,7.795
1745,13.0,2010-08-27,1908278.27,0.0,75.31,2.854,126.0892903,7.951
1769,13.0,2011-02-11,1944438.9,1.0,30.83,3.034,127.859129,7.47
1738,13.0,2010-07-09,1870843.9,0.0,71.33,2.802,126.1518,7.951
1725,13.0,2010-04-09,1898321.33,0.0,38.97,2.877,126.6019032,8.107
1754,13.0,2010-10-29,1887895.07,0.0,45.12,2.841,126.4364194,7.795
1751,13.0,2010-10-08,1871924.07,0.0,63.03,2.841,126.2791667,7.795
1740,13.0,2010-07-23,1907351.2,0.0,82.27,2.797,126.1283548,7.951
1831,13.0,2012-04-20,1955689.12,0.0,50.24,3.845,131.1173333,5.965
1836,13.0,2012-05-25,2043349.41,0.0,62.39,3.801,131.0287742,5.965
1888,14.0,2010-08-27,2020332.07,0.0,71.36,2.755,182.6104063,8.743
2000,14.0,2012-10-19,1590274.72,0.0,56.47,3.969,192.3308542,8.667
1981,14.0,2012-06-08,2099615.88,0.0,64.3,3.689,191.0155329,8.567
1937,14.0,2011-08-05,2066020.69,0.0,78.22,3.842,186.3734038,8.625
1982,14.0,2012-06-15,1905733.68,0.0,71.93,3.62,191.0299731,8.567
1930,14.0,2011-06-17,2082083.34,0.0,69.32,3.842,185.6719333,8.521
1951,14.0,2011-11-11,2081534.65,0.0,47.65,3.53,188.0632345,8.523
1968,14.0,2012-03-09,2020839.31,0.0,45.52,3.848,190.3359973,8.424
1910,14.0,2011-01-28,1613718.38,0.0,24.05,3.237,183.1800955,8.549
1935,14.0,2011-07-22,1882070.88,0.0,82.33,3.811,186.2177885,8.625
1964,14.0,2012-02-10,2077256.24,1.0,37.0,3.64,189.7076048,8.424
1873,14.0,2010-05-14,2129771.13,0.0,54.26,2.982,181.6612792,8.899
1984,14.0,2012-06-29,1591835.02,0.0,75.22,3.506,191.0992462,8.567
1953,14.0,2011-11-25,2685351.81,1.0,48.71,3.492,188.3504,8.523
1986,14.0,2012-07-13,1544422.35,0.0,79.97,3.523,191.1685192,8.684
1904,14.0,2010-12-17,2762861.41,0.0,30.51,3.14,182.517732,8.724
1947,14.0,2011-10-14,1890870.75,0.0,63.82,3.541,187.6917481,8.523
1939,14.0,2011-08-19,1896873.99,0.0,72.98,3.747,186.5093071,8.625
1903,14.0,2010-12-10,2600519.26,0.0,30.54,3.109,182.5519538,8.724
1977,14.0,2012-05-11,1987531.05,0.0,61.24,3.889,190.9764167,8.567
1995,14.0,2012-09-14,1554794.22,0.0,67.87,3.948,191.69985,8.684
1891,14.0,2010-09-17,1953539.85,0.0,66.55,2.706,182.622509,8.743
1862,14.0,2010-02-26,2095591.63,0.0,34.89,2.754,182.0774691,8.992
1915,14.0,2011-03-04,2041215.61,0.0,38.65,3.433,184.3879911,8.549
1944,14.0,2011-09-23,1871555.64,0.0,63.75,3.711,187.0295321,8.625
1899,14.0,2010-11-12,2092189.06,0.0,46.14,2.931,182.9916129,8.724
1889,14.0,2010-09-03,2182563.66,0.0,78.37,2.715,182.6042922,8.743
1996,14.0,2012-09-21,1565352.46,0.0,65.32,4.038,191.8567038,8.684
1920,14.0,2011-04-08,2037798.88,0.0,48.71,3.72,185.3636656,8.521
1966,14.0,2012-02-24,1875040.16,0.0,42.86,3.739,190.0069881,8.424
1943,14.0,2011-09-16,1864637.89,0.0,69.17,3.742,186.8024,8.625
1883,14.0,2010-07-23,2044155.39,0.0,81.46,2.771,182.3509895,8.743
1874,14.0,2010-05-21,2108187.1,0.0,62.62,2.958,181.8538486,8.899
1870,14.0,2010-04-23,2138144.91,0.0,53.47,2.902,181.6772564,8.899
1991,14.0,2012-08-17,1660433.3,0.0,75.71,3.807,191.2284919,8.684
1869,14.0,2010-04-16,2121788.61,0.0,54.28,2.899,181.6924769,8.899
1905,14.0,2010-12-24,3818686.45,0.0,30.59,3.141,182.54459,8.724
1911,14.0,2011-02-04,1995891.87,0.0,28.73,3.231,183.4408542,8.549
1887,14.0,2010-08-20,2057138.31,0.0,76.01,2.779,182.6165205,8.743
1956,14.0,2011-12-16,2594363.09,0.0,39.93,3.413,188.7979349,8.523
1997,14.0,2012-09-28,1522512.2,0.0,64.88,3.997,192.0135577,8.684
1882,14.0,2010-07-16,2130287.27,0.0,77.84,2.783,182.2604411,8.743
1955,14.0,2011-12-09,2470581.29,0.0,46.57,3.415,188.6544692,8.523
2131,15.0,2012-07-27,571190.83,0.0,73.9,3.82,138.2033871,8.193
2016,15.0,2010-05-14,594385.2,0.0,47.13,3.112,132.152129,8.185
2104,15.0,2012-01-20,492721.85,0.0,21.39,3.705,136.8564194,7.943
2017,15.0,2010-05-21,616598.1,0.0,59.09,3.096,132.2230323,8.185
2024,15.0,2010-07-09,691497.62,0.0,77.33,2.94,132.5461333,8.099
2073,15.0,2011-06-17,639928.85,0.0,63.9,3.989,135.0837333,7.658
2101,15.0,2011-12-30,603460.79,1.0,31.44,3.566,136.6432581,7.866
2068,15.0,2011-05-13,630482.91,0.0,57.07,4.211,134.593,7.658
2031,15.0,2010-08-27,649791.15,0.0,65.07,2.885,132.6932258,8.099
2047,15.0,2010-12-17,983825.15,0.0,25.3,3.301,132.6804516,8.067
2013,15.0,2010-04-23,643097.6,0.0,46.54,3.021,132.0226667,8.185
2096,15.0,2011-11-25,1066478.1,1.0,41.1,3.689,136.4788,7.866
2046,15.0,2010-12-10,847294.04,0.0,23.97,3.255,132.6764,8.067
2084,15.0,2011-09-02,649159.68,0.0,67.63,3.879,136.2440968,7.806
2063,15.0,2011-04-08,587370.81,0.0,40.94,3.895,134.1777742,7.658
2136,15.0,2012-08-31,610185.32,0.0,71.42,4.026,138.3771935,8.193
2033,15.0,2010-09-10,641965.2,1.0,62.36,2.837,132.7564516,8.099
2089,15.0,2011-10-07,579068.88,0.0,51.24,3.775,136.472,7.866
2077,15.0,2011-07-15,624114.56,0.0,73.34,3.915,135.7837419,7.806
2142,15.0,2012-10-12,551799.63,0.0,49.12,4.186,138.9117,7.992
2075,15.0,2011-07-01,674669.16,0.0,67.43,3.916,135.4468,7.806
2052,15.0,2011-01-21,487311.03,0.0,21.84,3.391,133.0285161,7.771
2127,15.0,2012-06-29,624099.48,0.0,68.91,3.667,138.1962667,8.15
2008,15.0,2010-03-19,593710.67,0.0,44.69,2.96,131.8242903,8.35
2140,15.0,2012-09-28,553901.97,0.0,57.13,4.158,138.7395,8.193
2019,15.0,2010-06-04,693192.5,0.0,69.99,3.006,132.3648387,8.185
2050,15.0,2011-01-07,509640.77,0.0,30.53,3.351,132.8823226,7.771
2120,15.0,2012-05-11,579539.95,0.0,54.23,4.055,138.0882667,8.15
2059,15.0,2011-03-11,537035.28,0.0,34.27,3.752,133.7361429,7.771
2067,15.0,2011-05-06,630522.67,0.0,49.87,4.192,134.5143667,7.658
2116,15.0,2012-04-13,558585.13,0.0,43.52,4.187,137.868,8.15
2122,15.0,2012-05-25,693780.42,0.0,67.97,3.979,138.1101935,8.15
2086,15.0,2011-09-16,545052.34,0.0,62.1,3.937,136.3145,7.806
2028,15.0,2010-08-06,639651.24,0.0,72.7,2.942,132.6141935,8.099
2002,15.0,2010-02-05,652122.44,0.0,19.83,2.954,131.5279032,8.35
2061,15.0,2011-03-25,527389.28,0.0,32.63,3.789,133.9587419,7.771
2109,15.0,2012-02-24,561137.06,0.0,33.18,3.917,137.3411034,7.943
2105,15.0,2012-01-27,466045.63,0.0,30.87,3.737,136.9598387,7.943
2083,15.0,2011-08-26,605413.17,0.0,69.19,3.906,136.2136129,7.806
2076,15.0,2011-07-08,635118.48,0.0,73.47,3.886,135.6283333,7.806
2071,15.0,2011-06-03,695396.19,0.0,69.8,4.069,134.8551613,7.658
2110,15.0,2012-03-02,541292.64,0.0,33.24,3.983,137.4238966,7.943
2100,15.0,2011-12-23,1182691.87,0.0,34.93,3.587,136.5883871,7.866
2148,16.0,2010-02-26,443242.17,0.0,18.12,2.586,189.6018023,7.039
2213,16.0,2011-05-27,444718.68,0.0,45.17,3.795,192.8365651,6.339
2218,16.0,2011-07-01,608737.56,0.0,63.59,3.597,193.0930552,6.338
2236,16.0,2011-11-04,511059.95,0.0,33.43,3.527,195.4847959,6.232
2155,16.0,2010-04-16,436312.41,0.0,45.69,2.765,189.6628845,6.842
2235,16.0,2011-10-28,505918.21,0.0,41.97,3.55,195.3318977,6.232
2168,16.0,2010-07-16,586583.69,0.0,67.68,2.699,189.6125456,6.868
2185,16.0,2010-11-12,453632.76,0.0,34.04,2.737,191.0411474,6.986
2278,16.0,2012-08-24,551152.15,0.0,61.44,3.558,198.0984199,6.061
2257,16.0,2012-03-30,485095.41,0.0,48.29,3.75,197.4133259,6.162
2162,16.0,2010-06-04,516295.81,0.0,53.76,2.7,189.422658,6.842
2215,16.0,2011-06-10,600952.06,0.0,55.78,3.735,192.8470612,6.339
2220,16.0,2011-07-15,586841.77,0.0,65.16,3.532,193.3125484,6.338
2245,16.0,2012-01-06,564538.07,0.0,26.49,3.095,196.5458309,6.162
2208,16.0,2011-04-22,368600.0,0.0,40.74,3.636,192.5234638,6.339
2277,16.0,2012-08-17,521896.6,0.0,62.07,3.545,198.1001057,6.061
2193,16.0,2011-01-07,573545.96,0.0,12.39,2.882,191.3683815,6.614
2243,16.0,2011-12-23,950691.96,0.0,20.79,3.173,196.1713893,6.232
2210,16.0,2011-05-06,423805.22,0.0,38.64,3.735,192.7252006,6.339
2197,16.0,2011-02-04,479263.15,0.0,13.64,3.011,191.7625895,6.614
2223,16.0,2011-08-05,592981.33,0.0,63.96,3.554,193.9110133,6.338
2154,16.0,2010-04-09,424083.99,0.0,34.21,2.75,189.6901012,6.842
2239,16.0,2011-11-25,712422.4,1.0,31.39,3.424,195.7704,6.232
2175,16.0,2010-09-03,542087.89,0.0,58.02,2.773,190.3621607,6.868
2251,16.0,2012-02-17,494069.49,0.0,31.19,3.113,196.9432711,6.162
2250,16.0,2012-02-10,473766.97,1.0,23.69,3.103,196.9195056,6.162
2221,16.0,2011-07-22,581758.22,0.0,65.36,3.545,193.5120367,6.338
2192,16.0,2010-12-31,575317.38,1.0,19.66,2.829,191.2557002,6.986
2173,16.0,2010-08-20,521516.96,0.0,63.59,2.732,190.2948237,6.868
2279,16.0,2012-08-31,551837.31,0.0,64.19,3.556,198.0967341,6.061
2188,16.0,2010-12-03,512260.59,0.0,23.68,2.712,190.9931437,6.986
2169,16.0,2010-07-23,588344.18,0.0,70.67,2.691,189.774698,6.868
2211,16.0,2011-05-13,410406.95,0.0,43.29,3.767,192.826069,6.339
2231,16.0,2011-09-30,450075.31,0.0,57.61,3.538,194.8779718,6.338
2263,16.0,2012-05-11,479855.0,0.0,53.57,3.87,197.5481609,6.169
